,palavra,frequencia,sentimento
8082,folhado,1,negativo
8083,valorizava,1,negativo
8084,rasga,1,negativo
8085,defeitoem,1,negativo
8086,embolorados,1,negativo
8087,admitir,1,negativo
8088,conceituada,3,negativo
8089,rui,3,negativo
8090,ciporta,1,negativo
8091,criente,1,negativo
8092,extraviou,1,negativo
8093,esplicacao,1,negativo
8094,despreparada,1,negativo
8095,inconsistencia,1,negativo
8096,afirmacao,1,negativo
8097,alerta,1,negativo
8098,fizesse,1,negativo
8099,cobrancas,1,negativo
8100,xxxc,1,negativo
8101,defeituosa,1,negativo
8102,algurm,1,negativo
8103,cartela,1,negativo
8104,costuma,1,negativo
8105,encaminhar,2,negativo
8106,epoca,2,negativo
8107,barroca,1,negativo
8108,florenca,2,negativo
8109,entregariam,3,negativo
8110,incomoda,1,negativo
8111,consentimento,1,negativo
8112,desrespeitosa,1,negativo
8113,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,negativo
8114,fragancia,2,negativo
8115,ressecado,1,negativo
8116,ressaltar,1,negativo
8117,hot,1,negativo
8118,wheels,1,negativo
8119,disnecessario,1,negativo
8120,existisse,1,negativo
8121,vendiam,1,negativo
8122,usadas,1,negativo
8123,btu,1,negativo
8124,mr,1,negativo
8125,walk,1,negativo
8126,talk,1,negativo
8127,baba,1,negativo
8128,adega,1,negativo
8129,delicada,1,negativo
8130,carneira,1,negativo
8131,explicavao,1,negativo
8132,exigido,1,negativo
8133,ausentes,1,negativo
8134,habituada,1,negativo
8135,vitrificador,1,negativo
8136,revelador,1,negativo
8137,repleto,1,negativo
8138,constatado,2,negativo
8139,montador,1,negativo
8140,indicada,1,negativo
8141,receci,1,negativo
8142,passaro,1,negativo
8143,notar,1,negativo
8144,giratorio,3,negativo
8145,off,1,negativo
8146,white,1,negativo
8147,laudo,1,negativo
8148,nr,2,negativo
8149,emtregas,1,negativo
8150,receb,1,negativo
8151,saraiva,1,negativo
8152,frequencia,1,negativo
8153,brasileira,1,negativo
8154,reforcado,1,negativo
8155,ffinalizado,1,negativo
8156,banners,1,negativo
8157,daqui,2,negativo
8158,peruca,3,negativo
8159,rala,3,negativo
8160,frustante,1,negativo
8161,fracionada,1,negativo
8162,desgaste,1,negativo
8163,priblemas,1,negativo
8164,impasse,1,negativo
8165,estritamente,1,negativo
8166,desnecessario,1,negativo
8167,constatarem,1,negativo
8168,oscilada,1,negativo
8169,persiste,1,negativo
8170,dinheirooo,1,negativo
8171,documentado,1,negativo
8172,enviem,1,negativo
8173,recursos,1,negativo
8174,vivemos,1,negativo
8175,leia,1,negativo
8176,frase,1,negativo
8177,embrulahdo,1,negativo
8178,pessimas,2,negativo
8179,aki,1,negativo
8180,sobrepostas,1,negativo
8181,reforcos,1,negativo
8182,alertando,1,negativo
8183,inflou,1,negativo
8184,identifiquei,1,negativo
8185,rigoroso,2,negativo
8186,costurada,1,negativo
8187,morno,1,negativo
8188,sentir,1,negativo
8189,notifiquei,2,negativo
8190,fabricada,1,negativo
8191,poduto,1,negativo
8192,durabilidade,1,negativo
8193,optando,1,negativo
8194,sabidamente,1,negativo
8195,estruturais,1,negativo
8196,vinham,1,negativo
8197,soluciono,1,negativo
8198,descosturados,1,negativo
8199,acreditar,2,negativo
8200,compartilha,1,negativo
8201,reseta,1,negativo
8202,praduto,1,negativo
8203,testeira,1,negativo
8204,caia,1,negativo
8205,desfalque,1,negativo
8206,arranhao,1,negativo
8207,fiapo,1,negativo
8208,servi,1,negativo
8209,exercito,1,negativo
8210,tralheres,1,negativo
8211,articulacao,1,negativo
8212,perigoso,1,negativo
8213,refiz,1,negativo
8214,relaxo,1,negativo
8215,fainda,1,negativo
8216,terceirizado,1,negativo
8217,olhe,1,negativo
8218,viessem,1,negativo
8219,cardapios,1,negativo
8220,expirar,1,negativo
8221,haveria,1,negativo
8222,jura,1,negativo
8223,sinuca,1,negativo
8224,snooker,1,negativo
8225,pebolim,1,negativo
8226,tip,1,negativo
8227,camas,1,negativo
8228,fragrancias,1,negativo
8229,enjoativas,1,negativo
8230,doces,1,negativo
8231,nque,1,negativo
8232,notes,1,negativo
8233,pol,1,negativo
8234,conclui,1,negativo
8235,possuo,1,negativo
8236,esqueceram,1,negativo
8237,cocozinho,1,negativo
8238,esperiencia,1,negativo
8239,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,1,negativo
8240,travava,1,negativo
8241,finalizacao,1,negativo
8242,flexivel,2,negativo
8243,playstation,1,negativo
8244,desligado,1,negativo
8245,realizarem,2,negativo
8246,frustra,1,negativo
8247,revi,1,negativo
8248,monitores,1,negativo
8249,positivas,4,negativo
8250,hipermetropia,4,negativo
8251,chinamate,1,negativo
8252,afim,1,negativo
8253,rebolsado,1,negativo
8254,demanda,1,negativo
8255,respaudo,1,negativo
8256,cavalete,1,negativo
8257,rastreabilidade,2,negativo
8258,etb,1,negativo
8259,checando,1,negativo
8260,iram,1,negativo
8261,contasse,1,negativo
8262,salientar,1,negativo
8263,auxilio,1,negativo
8264,revoltando,1,negativo
8265,melhorado,1,negativo
8266,mvtm,2,negativo
8267,reprovada,1,negativo
8268,detalhamento,1,negativo
8269,proco,1,negativo
8270,furioso,1,negativo
8271,exclarece,1,negativo
8272,exatos,1,negativo
8273,avaliei,2,negativo
8274,clicar,1,negativo
8275,canto,1,negativo
8276,rasteador,1,negativo
8277,teflon,1,negativo
8278,cozinhar,1,negativo
8279,loucas,1,negativo
8280,amassar,1,negativo
8281,baseada,1,negativo
8282,simparic,2,negativo
8283,manchada,1,negativo
8284,refletem,1,negativo
8285,efetua,1,negativo
8286,certinha,1,negativo
8287,instituicao,1,negativo
8288,queime,1,negativo
8289,desgastes,2,negativo
8290,zerar,1,negativo
8291,lumimarias,1,negativo
8292,golpistas,2,negativo
8293,maldade,1,negativo
8294,avencado,1,negativo
8295,soltam,1,negativo
8296,libera,1,negativo
8297,coma,2,negativo
8298,agu,1,negativo
8299,inicialmente,1,negativo
8300,vendaram,1,negativo
8301,ressarciram,1,negativo
8302,telescopios,1,negativo
8303,pendetentes,1,negativo
8304,holofote,1,negativo
8305,ara,1,negativo
8306,juliane,1,negativo
8307,norma,1,negativo
8308,posicionaram,1,negativo
8309,rotulos,1,negativo
8310,compoe,1,negativo
8311,demorour,1,negativo
8312,multiplicador,1,negativo
8313,manchadas,1,negativo
8314,lavando,1,negativo
8315,patrulha,1,negativo
8316,canina,1,negativo
8317,frozen,1,negativo
8318,tentanto,1,negativo
8319,horroroso,1,negativo
8320,achamos,1,negativo
8321,desfavoravel,1,negativo
8322,desmontado,1,negativo
8323,enfeite,1,negativo
8324,danfe,1,negativo
8325,incensarios,1,negativo
8326,xerox,3,negativo
8327,pararelo,1,negativo
8328,quilometro,1,negativo
8329,rapidas,1,negativo
8330,sinaliza,1,negativo
8331,orelhas,1,negativo
8332,tabletes,1,negativo
8333,resolvera,1,negativo
8334,direi,1,negativo
8335,produtro,1,negativo
8336,receita,1,negativo
8337,deformadas,1,negativo
8338,vincou,1,negativo
8339,impossibilitou,1,negativo
8340,entendem,2,negativo
8341,lannisters,1,negativo
8342,monitorarem,1,negativo
8343,canetinhas,1,negativo
8344,saem,1,negativo
8345,sobe,1,negativo
8346,reimbo,1,negativo
8347,ac,1,negativo
8348,fariam,2,negativo
8349,vnada,1,negativo
8350,blackcaviar,1,negativo
8351,oz,2,negativo
8352,brilhoso,1,negativo
8353,fosco,1,negativo
8354,iterior,1,negativo
8355,alterou,1,negativo
8356,intens,2,negativo
8357,visando,1,negativo
8358,compretou,1,negativo
8359,mercaadorias,1,negativo
8360,aves,1,negativo
8361,brasileiras,1,negativo
8362,aleifera,1,negativo
8363,sinza,1,negativo
8364,entrgues,1,negativo
8365,alteraram,2,negativo
8366,vestem,1,negativo
8367,estreitas,1,negativo
8368,aderencia,1,negativo
8369,bonitos,1,negativo
8370,corujinha,1,negativo
8371,extensoes,1,negativo
8372,hdi,1,negativo
8373,mandala,1,negativo
8374,lidar,1,negativo
8375,seguir,2,negativo
8376,digitais,1,negativo
8377,leitos,1,negativo
8378,utilizarem,1,negativo
8379,lotado,1,negativo
8380,sombra,1,negativo
8381,pratico,1,negativo
8382,batem,1,negativo
8383,fraseologia,1,negativo
8384,espere,1,negativo
8385,codgo,1,negativo
8386,hoviveis,1,negativo
8387,anted,1,negativo
8388,prova,1,negativo
8389,consulto,1,negativo
8390,machucando,1,negativo
8391,nadegas,1,negativo
8392,arrependimentototal,1,negativo
8393,mediacao,1,negativo
8394,tentou,1,negativo
8395,desqualificar,1,negativo
8396,focalouca,1,negativo
8397,desonrou,1,negativo
8398,cosco,1,negativo
8399,pessa,1,negativo
8400,substituir,1,negativo
8401,confuso,2,negativo
8402,gels,1,negativo
8403,mentiros,1,negativo
8404,demonstrativo,1,negativo
8405,est,1,negativo
8406,extender,1,negativo
8407,recarragado,1,negativo
8408,lacracao,1,negativo
8409,vinilico,1,negativo
8410,salmao,1,negativo
8411,lavavel,1,negativo
8412,tnt,1,negativo
8413,proble,1,negativo
8414,fechava,1,negativo
8415,feixe,1,negativo
8416,informadas,1,negativo
8417,perguntado,1,negativo
8418,respondemos,1,negativo
8419,pendrive,2,negativo
8420,recebias,1,negativo
8421,avulsas,1,negativo
8422,doe,1,negativo
8423,senao,2,negativo
8424,lamentave,1,negativo
8425,anny,1,negativo
8426,anne,1,negativo
8427,bordada,1,negativo
8428,gf,1,negativo
8429,gfs,1,negativo
8430,mefidas,1,negativo
8431,exceto,1,negativo
8432,providenci,1,negativo
8433,entegue,1,negativo
8434,muiita,1,negativo
8435,protu,1,negativo
8436,bolinha,1,negativo
8437,salvas,1,negativo
8438,manuel,1,negativo
8439,pomada,2,negativo
8440,assaduras,1,negativo
8441,comentando,1,negativo
8442,acrescido,1,negativo
8443,tompa,1,negativo
8444,spawn,1,negativo
8445,interesso,1,negativo
8446,rotacao,1,negativo
8447,exerce,1,negativo
8448,atribuo,1,negativo
8449,embalamento,1,negativo
8450,banhao,1,negativo
8451,passione,1,negativo
8452,peoxima,1,negativo
8453,seje,1,negativo
8454,samsumg,1,negativo
8455,operacionalizacao,1,negativo
8456,afiador,1,negativo
8457,amolar,1,negativo
8458,retita,1,negativo
8459,vantagem,1,negativo
8460,air,1,negativo
8461,colheres,1,negativo
8462,rachadas,1,negativo
8463,descritas,1,negativo
8464,fogao,1,negativo
8465,constou,1,negativo
8466,assuma,1,negativo
8467,qusndobirei,1,negativo
8468,particulares,1,negativo
8469,rebemos,1,negativo
8470,gra,1,negativo
8471,portatil,3,negativo
8472,saltando,1,negativo
8473,trazeira,1,negativo
8474,recebiamos,1,negativo
8475,respeitam,1,negativo
8476,tendando,1,negativo
8477,servem,1,negativo
8478,h,1,negativo
8479,pp,3,negativo
8480,cadastrais,1,negativo
8481,derrubou,1,negativo
8482,avulsa,1,negativo
8483,expressar,1,negativo
8484,inevitavel,1,negativo
8485,criacao,1,negativo
8486,profissinal,1,negativo
8487,recomendou,1,negativo
8488,artao,1,negativo
8489,infinitamente,1,negativo
8490,lancarem,1,negativo
8491,zelador,1,negativo
8492,parc,1,negativo
8493,especificam,1,negativo
8494,miss,1,negativo
8495,night,1,negativo
8496,cargueira,1,negativo
8497,minas,1,negativo
8498,import,1,negativo
8499,jah,1,negativo
8500,conhecia,1,negativo
8501,morango,2,negativo
8502,dilui,1,negativo
8503,fudendo,1,negativo
8504,optou,1,negativo
8505,chuveirinho,2,negativo
8506,cometeu,1,negativo
8507,espalhou,1,negativo
8508,falhada,1,negativo
8509,beijos,1,negativo
8510,produdo,2,negativo
8511,superficial,1,negativo
8512,vertical,1,negativo
8513,horizontal,1,negativo
8514,realizando,1,negativo
8515,alterar,1,negativo
8516,ge,1,negativo
8517,entortado,1,negativo
8518,reveja,1,negativo
8519,estampadas,1,negativo
8520,coincidencia,1,negativo
8521,violados,1,negativo
8522,estarem,1,negativo
8523,colados,1,negativo
8524,laboratorio,1,negativo
8525,envasou,1,negativo
8526,elefantes,1,negativo
8527,empresaria,1,negativo
8528,sexy,1,negativo
8529,autora,1,negativo
8530,deby,1,negativo
8531,incour,1,negativo
8532,precaria,1,negativo
8533,trazendo,1,negativo
8534,trastornos,1,negativo
8535,filhotes,1,negativo
8536,comecaram,1,negativo
8537,descascar,2,negativo
8538,borrada,1,negativo
8539,nitidez,1,negativo
8540,apresentacao,1,negativo
8541,ineficiencia,1,negativo
8542,dedicacao,1,negativo
8543,finos,1,negativo
8544,arranhadores,1,negativo
8545,dividosa,1,negativo
8546,efetuados,1,negativo
8547,regua,1,negativo
8548,medidora,1,negativo
8549,escala,1,negativo
8550,distancia,1,negativo
8551,medalha,1,negativo
8552,bento,1,negativo
8553,monumento,1,negativo
8554,logistas,1,negativo
8555,participantes,1,negativo
8556,umida,1,negativo
8557,razuavel,1,negativo
8558,ooo,1,negativo
8559,impossiveis,1,negativo
8560,consumi,1,negativo
8561,desconfiando,1,negativo
8562,reguas,1,negativo
8563,roadstar,1,negativo
8564,madaro,1,negativo
8565,digisound,1,negativo
8566,assumir,1,negativo
8567,chaveiro,2,negativo
8568,bacana,1,negativo
8569,coloquri,1,negativo
8570,pesadas,1,negativo
8571,ambigua,1,negativo
8572,bjom,1,negativo
8573,preparo,1,negativo
8574,verdw,1,negativo
8575,sombras,1,negativo
8576,paleta,1,negativo
8577,significante,1,negativo
8578,boias,1,negativo
8579,gravidade,1,negativo
8580,tripla,1,negativo
8581,postaram,1,negativo
8582,escorredor,2,negativo
8583,enferrujando,1,negativo
8584,enviassem,2,negativo
8585,desgastada,1,negativo
8586,negaram,1,negativo
8587,prendendo,1,negativo
8588,descobrir,1,negativo
8589,embutido,1,negativo
8590,cad,1,negativo
8591,cadeado,1,negativo
8592,justificacao,1,negativo
8593,maggion,3,negativo
8594,vipe,1,negativo
8595,viper,1,negativo
8596,parecida,1,negativo
8597,conectividade,1,negativo
8598,amarelado,1,negativo
8599,liquid,1,negativo
8600,koolbloom,1,negativo
8601,corre,1,negativo
8602,durar,2,negativo
8603,removeu,1,negativo
8604,cravo,1,negativo
8605,aduiri,1,negativo
8606,adquirindo,1,negativo
8607,revendedor,1,negativo
8608,creditos,1,negativo
8609,mairibel,2,negativo
8610,men,1,negativo
8611,recomentar,1,negativo
8612,estabelecidos,1,negativo
8613,requerida,1,negativo
8614,impedimento,1,negativo
8615,relatado,1,negativo
8616,patricia,1,negativo
8617,agilizem,1,negativo
8618,trocadas,1,negativo
8619,indereco,1,negativo
8620,derreter,1,negativo
8621,queimar,1,negativo
8622,usou,1,negativo
8623,babyliss,1,negativo
8624,mickei,1,negativo
8625,chegariam,1,negativo
8626,respondendo,1,negativo
8627,console,1,negativo
8628,satisteito,1,negativo
8629,extrapolado,1,negativo
8630,guardar,1,negativo
8631,casar,1,negativo
8632,resolcver,1,negativo
8633,camelodromo,1,negativo
8634,vinhedo,1,negativo
8635,previsaode,1,negativo
8636,mediante,1,negativo
8637,encaminhal,1,negativo
8638,prezam,1,negativo
8639,grosseiros,1,negativo
8640,mac,2,negativo
8641,localiza,1,negativo
8642,emparelhar,1,negativo
8643,compatibilidade,1,negativo
8644,recentemente,1,negativo
8645,prazoqueria,1,negativo
8646,condicao,1,negativo
8647,autentico,1,negativo
8648,confusas,1,negativo
8649,cituacao,1,negativo
8650,chagou,1,negativo
8651,mostravam,1,negativo
8652,determinadas,1,negativo
8653,ita,1,negativo
8654,situacoes,1,negativo
8655,chopp,1,negativo
8656,trio,1,negativo
8657,plastificado,1,negativo
8658,diastema,1,negativo
8659,furacoes,1,negativo
8660,inconformada,1,negativo
8661,vacilaram,1,negativo
8662,conseguisalvar,1,negativo
8663,emoutropote,1,negativo
8664,sintetica,2,negativo
8665,prontamente,1,negativo
8666,colchoes,1,negativo
8667,confirme,1,negativo
8668,lascada,1,negativo
8669,roso,1,negativo
8670,deslizante,1,negativo
8671,laka,1,negativo
8672,comedouro,1,negativo
8673,benedouro,1,negativo
8674,delongar,1,negativo
8675,utilizasse,1,negativo
8676,cogitamos,1,negativo
8677,esfarrapada,1,negativo
8678,filamentos,1,negativo
8679,explicito,1,negativo
8680,estress,1,negativo
8681,infundada,1,negativo
8682,antirresiduos,1,negativo
8683,diego,1,negativo
8684,machado,1,negativo
8685,lopes,1,negativo
8686,pessypara,1,negativo
8687,queto,1,negativo
8688,entregueantes,1,negativo
8689,condico,1,negativo
8690,forneceu,1,negativo
8691,henry,1,negativo
8692,evolution,1,negativo
8693,trabalhao,1,negativo
8694,be,1,negativo
8695,comenda,1,negativo
8696,corrigindo,1,negativo
8697,headset,1,negativo
8698,digna,1,negativo
8699,supracitada,1,negativo
8700,percas,1,negativo
8701,chamar,1,negativo
8702,tecidos,1,negativo
8703,custurado,1,negativo
8704,inflaveis,1,negativo
8705,caracterizando,1,negativo
8706,artigo,1,negativo
8707,qnto,1,negativo
8708,sub,1,negativo
8709,nuca,1,negativo
8710,recondicionado,2,negativo
8711,etic,1,negativo
8712,brincada,1,negativo
8713,acha,1,negativo
8714,reebolso,2,negativo
8715,comrprei,1,negativo
8716,alvez,1,negativo
8717,anunciadas,1,negativo
8718,favorecendo,1,negativo
8719,seguido,1,negativo
8720,trocadores,1,negativo
8721,pernilongo,1,negativo
8722,furtos,1,negativo
8723,habilitado,1,negativo
8724,dwmorou,1,negativo
8725,digamos,1,negativo
8726,avanco,1,negativo
8727,retrocesso,1,negativo
8728,medicamentos,1,negativo
8729,encerram,1,negativo
8730,provencal,1,negativo
8731,salete,1,negativo
8732,siloti,1,negativo
8733,humildemente,1,negativo
8734,estofados,1,negativo
8735,remendada,1,negativo
8736,junta,2,negativo
8737,portugues,2,negativo
8738,termometros,1,negativo
8739,trocados,1,negativo
8740,liberado,1,negativo
8741,independente,1,negativo
8742,certamente,1,negativo
8743,revista,1,negativo
8744,tradicionais,1,negativo
8745,iraja,1,negativo
8746,endereco,1,negativo
8747,desbotadas,1,negativo
8748,francamente,1,negativo
8749,berrando,1,negativo
8750,concursado,1,negativo
8751,detonado,1,negativo
8752,emblolo,1,negativo
8753,descarga,1,negativo
8754,oriente,1,negativo
8755,marketin,1,negativo
8756,plaze,1,negativo
8757,manola,1,negativo
8758,pastilhas,1,negativo
8759,obedecido,1,negativo
8760,aborecendo,1,negativo
8761,originalmente,1,negativo
8762,frid,1,negativo
8763,modelar,1,negativo
8764,dobra,1,negativo
8765,abriram,1,negativo
8766,rasgando,1,negativo
8767,cumpririam,1,negativo
8768,gruda,1,negativo
8769,estregaram,1,negativo
8770,ganho,1,negativo
8771,levo,1,negativo
8772,ass,1,negativo
8773,alan,1,negativo
8774,correa,1,negativo
8775,barcelos,1,negativo
8776,repassou,1,negativo
8777,aond,1,negativo
8778,diados,1,negativo
8779,provavel,1,negativo
8780,falarei,1,negativo
8781,responderan,1,negativo
8782,cartaxo,1,negativo
8783,doa,1,negativo
8784,demoraria,1,negativo
8785,especie,1,negativo
8786,mochos,1,negativo
8787,ga,1,negativo
8788,pendulo,1,negativo
8789,golfinhos,1,negativo
8790,aida,1,negativo
8791,anunciados,1,negativo
8792,apresentadas,1,negativo
8793,divulgacao,1,negativo
8794,differente,1,negativo
8795,recever,1,negativo
8796,anteontem,1,negativo
8797,pregadores,2,negativo
8798,caberia,1,negativo
8799,punho,1,negativo
8800,limitador,1,negativo
8801,profundidade,1,negativo
8802,tod,1,negativo
8803,pantufa,1,negativo
8804,providencie,1,negativo
8805,flutuava,1,negativo
8806,flutua,1,negativo
8807,afunda,1,negativo
8808,derao,1,negativo
8809,azamerica,1,negativo
8810,vassoura,3,negativo
8811,investiguei,1,negativo
8812,informavam,1,negativo
8813,crescer,1,negativo
8814,retire,1,negativo
8815,formas,2,negativo
8816,gelo,1,negativo
8817,enrrolacao,1,negativo
8818,terminando,1,negativo
8819,remendos,1,negativo
8820,prende,1,negativo
8821,movimento,1,negativo
8822,consegur,1,negativo
8823,jose,1,negativo
8824,florianopolis,1,negativo
8825,pedira,1,negativo
8826,exceder,1,negativo
8827,aumentaram,1,negativo
8828,enfase,1,negativo
8829,notbook,1,negativo
8830,elogios,1,negativo
8831,ra,1,negativo
8832,aparentava,1,negativo
8833,sumariamente,1,negativo
8834,gestao,1,negativo
8835,alcance,1,negativo
8836,falas,1,negativo
8837,levara,1,negativo
8838,deixe,1,negativo
8839,solicitadas,1,negativo
8840,chances,1,negativo
8841,franjas,1,negativo
8842,curtas,1,negativo
8843,esticado,1,negativo
8844,desenroscar,1,negativo
8845,mirley,1,negativo
8846,mvmt,1,negativo
8847,prduto,2,negativo
8848,sapo,1,negativo
8849,rreais,1,negativo
8850,heineken,1,negativo
8851,life,2,negativo
8852,camu,2,negativo
8853,acai,1,negativo
8854,guarana,2,negativo
8855,picolinato,1,negativo
8856,cromo,1,negativo
8857,gengibre,1,negativo
8858,wu,1,negativo
8859,massagem,1,negativo
